,TestStatistic,1840pad,1840pbe,1840pcf,10310_4134pa,ski2008pa,23182pa,7207_339pa,SCRAPIE,9914_1261pa,2867pbd,2867pac,SCA,19677_1261pa,19677_1261pb,HD,14499pab,AllIndStudies,Meta,TestStatistic
,,scrapie,scrapie,scrapie,scrapie,scrapie,scrapie,scrapie,all scrp,SCA,SCA,SCA,all SCA,Huntington,Huntington,all HD,Alzheim,,,
NM_008640,-2.17427657176747,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.17427657176747
NM_008747,-1.01627263662236,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.01627263662236
NM_008775,-2.57774912229877,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.57774912229877
NM_008792,0.270786153055044,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.270786153055044
NM_008808,-2.26336573048493,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.26336573048493
NM_008828,-1.34037499223415,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.34037499223415
NM_008874,-0.01798016717638,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.01798016717638
NM_008875,-0.257816304900511,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.257816304900511
NM_008879,-2.62361290274482,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.62361290274482
NM_008914,1.60934170646805,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.60934170646805
NM_008916,-0.221205877905327,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.221205877905327
NM_008937,-1.99244346365415,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.99244346365415
NM_008971,-1.70597755096598,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.70597755096598
NM_009001,0.103508118737295,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.103508118737295
NM_009058,-1.72151033119137,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.72151033119137
NM_009065,-2.82153673191339,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.82153673191339
NM_009069,-2.30935824255116,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.30935824255116
NM_009101,-1.74790951943146,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.74790951943146
NM_009121,-0.557759689423058,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.557759689423058
NM_009130,-0.207705538118972,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.207705538118972
NM_009145,0.64907520798047,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.64907520798047
NM_009157,-1.63106255831085,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.63106255831085
NM_009234,2.19903094492466,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.19903094492466
NM_009254,-3.01309409430619,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-3.01309409430619
NM_009302,0.58957967914045,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.58957967914045
NM_009306,3.41750658634279,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.41750658634279
NM_009326,-2.74511443826166,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.74511443826166
NM_009342,-0.60185649352619,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.60185649352619
NM_009363,-0.394279516361657,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.394279516361657
NM_009371,-3.07061084818907,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.07061084818907
NM_009422,-0.637315964472707,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.637315964472707
NM_009433,-2.45113823553724,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.45113823553724
NM_009437,-0.31547788831221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.31547788831221
NM_009465,-1.9611611200383,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.9611611200383
NM_009499,-0.647782429159398,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.647782429159398
NM_009517,1.8222296529344,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.8222296529344
NM_009531,-0.064526890581551,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.064526890581551
NM_009546,-1.24810579451535,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.24810579451535
NM_009548,0.302679986137788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.302679986137788
NM_009612,0.732518511637462,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.732518511637462
NM_009625,0.515518181467401,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.515518181467401
NM_009640,1.68774784278082,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.68774784278082
NM_009657,-1.69207750282551,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.69207750282551
NM_009658,0.393080432918153,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.393080432918153
NM_009676,1.41600389470383,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.41600389470383
NM_009692,0.189845412581793,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.189845412581793
NM_009696,-3.5983251359321,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.5983251359321
NM_009712,0.20694961664923,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.20694961664923
NM_009716,1.97110202514678,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.97110202514678
NM_009717,0.291631654716569,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.291631654716569
NM_009724,-1.06537556557873,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.06537556557873
NM_009725,1.05008444068236,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.05008444068236
NM_009741,0.23277656151742,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.23277656151742
NM_009775,0.48562032420546,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.48562032420546
NM_009777,0.593776831174911,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.593776831174911
NM_009780,-1.18041313249275,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.18041313249275
NM_009794,1.41695061647177,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.41695061647177
NM_009848,-1.02145180991047,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.02145180991047
NM_009856,-0.627824868427725,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.627824868427725
NM_009897,-1.35006361108053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.35006361108053
NM_009906,0.616554862743806,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.616554862743806
NM_009954,1.33870032498971,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.33870032498971
NM_009976,-4.36675921139314,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-4.36675921139314
NM_009982,-1.43381206643483,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.43381206643483
NM_010050,1.79379520296411,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.79379520296411
NM_010063,-1.15593179438202,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.15593179438202
NM_010097,-1.2261455432901,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.2261455432901
NM_010101,0.946175290318455,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.946175290318455
NM_010139,-0.626829327556482,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.626829327556482
NM_010185,-0.500687097914732,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.500687097914732
NM_010186,-1.66762593992973,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.66762593992973
NM_010194,-0.94732391303086,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.94732391303086
NM_010233,0.554585932106274,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.554585932106274
NM_010260,-0.620787822703745,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.620787822703745
NM_010283,1.46611639336103,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.46611639336103
NM_010298,2.63083804611891,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.63083804611891
NM_010303,-1.33812569616807,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.33812569616807
NM_010318,-3.40699674077391,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.40699674077391
NM_010358,-2.58161658543246,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.58161658543246
NM_010368,-3.49216260112423,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.49216260112423
NM_010386,0.71226672248728,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.71226672248728
NM_010389,-0.098055755326296,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.098055755326296
NM_010398,0.661952757804909,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.661952757804909
NM_010423,-0.32038718142528,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.32038718142528
NM_010486,1.3016076748621,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.3016076748621
NM_010501,1.31968464867254,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.31968464867254
NM_010514,0.618550850272976,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.618550850272976
NM_010518,3.26175329784743,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.26175329784743
NM_010580,0.209186454246053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.209186454246053
NM_010586,1.03826468452589,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.03826468452589
NM_010602,1.92778219902073,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.92778219902073
NM_010685,-0.99166272055504,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.99166272055504
NM_010686,-1.75401889884844,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.75401889884844
NM_010701,0.582833496870493,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.582833496870493
NM_010708,-3.34868003797106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.34868003797106
NM_010724,0.542522450825408,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.542522450825408
NM_010749,0.948832984992557,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.948832984992557
NM_010826,-0.933680688558131,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.933680688558131
NM_010833,0.232817721466279,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.232817721466279
NM_010849,-1.37547171597703,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.37547171597703
NM_010876,1.40483541700824,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.40483541700824
NM_010902,-1.76474682164925,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.76474682164925
NM_010910,1.94838799751569,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.94838799751569
NM_010922,0.155657402879451,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.155657402879451
NM_010937,-2.54416326474235,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.54416326474235
NM_011019,1.14559916918188,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.14559916918188
NM_011020,0.780330089582256,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.780330089582256
NM_011030,0.339086870256731,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.339086870256731
NM_011032,-2.80087514084624,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.80087514084624
NM_011046,-0.639654490499722,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.639654490499722
NM_011049,0.863183820307122,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.863183820307122
NM_011052,1.44673039721281,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.44673039721281
NM_011067,-0.679528086538862,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.679528086538862
NM_011078,0.460853713967569,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.460853713967569
NM_011079,0.966278556628248,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.966278556628248
NM_011102,-0.81672739087063,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.81672739087063
NM_011119,-2.68561671371343,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.68561671371343
NM_011135,1.28752009069307,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.28752009069307
NM_011148,0.531309803765027,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.531309803765027
NM_011149,-2.03077470097208,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.03077470097208
NM_011157,0.243844951929731,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.243844951929731
NM_011173,-2.63989560635237,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.63989560635237
NM_011175,-0.713746896775406,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.713746896775406
NM_011207,-0.623561353181188,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.623561353181188
NM_011300,-1.36674143327405,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.36674143327405
NM_011309,-2.36387458153365,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.36387458153365
NM_011355,-1.06472472205788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.06472472205788
NM_011361,1.81415066111644,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.81415066111644
NM_011370,-1.5101921693011,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.5101921693011
NM_011448,-2.66524358494818,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.66524358494818
NM_011480,-0.32856545835217,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.32856545835217
NM_011486,-1.64897072287848,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.64897072287848
NM_011506,0.574393111674186,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.574393111674186
NM_011507,-1.96405716322161,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.96405716322161
NM_011510,-0.011224130361482,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.011224130361482
NM_011520,-1.16757901360161,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.16757901360161
NM_011521,-0.006648995266572,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.006648995266572
NM_011539,1.86854792839212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.86854792839212
NM_011552,1.85596497771817,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.85596497771817
NM_011577,0.009994359261082,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.009994359261082
NM_011620,0.981027934907727,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.981027934907727
NM_011625,-1.40791111067484,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.40791111067484
NM_011662,0.402402039091541,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.402402039091541
NM_011673,3.72910146551542,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.72910146551542
NM_011695,-0.560683094643128,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.560683094643128
NM_011701,-2.96058176038783,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.96058176038783
NM_011777,-1.51737276635889,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.51737276635889
NM_011785,0.910496912635514,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.910496912635514
NM_011815,-0.778129642742478,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.778129642742478
NM_011823,-0.53460596517745,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.53460596517745
NM_011838,-0.331738316530842,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.331738316530842
NM_011850,-1.54693507003008,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.54693507003008
NM_011873,-0.351095527668372,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.351095527668372
NM_011937,-1.38722027545208,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.38722027545208
NM_012002,1.33270296871653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.33270296871653
NM_012006,-0.232360023736418,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.232360023736418
NM_013415,-3.97675203703766,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.97675203703766
NM_013467,-4.43084336470108,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-4.43084336470108
NM_013470,-0.634593959533478,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.634593959533478
NM_013471,0.693058226053236,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.693058226053236
NM_013483,0.033554334926194,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.033554334926194
NM_013492,-2.00718350224236,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.00718350224236
NM_013592,0.254434835282966,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.254434835282966
NM_013632,0.147669635553407,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.147669635553407
NM_013660,-0.918155322695642,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.918155322695642
NM_013691,1.22207077052513,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.22207077052513
NM_013758,2.12243699848744,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.12243699848744
NM_013781,-2.20982379123002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.20982379123002
NM_013884,-1.76875059391168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.76875059391168
NM_015729,1.16320533689596,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.16320533689596
NM_015740,1.73525993519374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.73525993519374
NM_015753,-0.214847047806463,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.214847047806463
NM_015809,0.063153447206153,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.063153447206153
NM_016695,-1.05711430281714,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.05711430281714
NM_016696,-0.337469602852931,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.337469602852931
NM_016716,0.88253008271926,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.88253008271926
NM_016721,-0.329741585085848,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.329741585085848
NM_016737,-2.43975004515304,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.43975004515304
NM_016778,0.327175367913762,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.327175367913762
NM_016802,-1.03322284907911,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.03322284907911
NM_016846,1.38173198085315,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.38173198085315
NM_016850,-0.529509351215394,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.529509351215394
NM_016854,-0.000740212770412,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.000740212770412
NM_016984,-3.35602900657721,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.35602900657721
NM_017372,-1.03174366439928,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.03174366439928
NM_017375,-2.62282384626635,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.62282384626635
NM_017393,0.886797714758024,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.886797714758024
NM_018760,-1.43021116492628,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.43021116492628
NM_018772,0.236116142108535,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.236116142108535
NM_018773,-2.69831076814264,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.69831076814264
NM_018795,1.10457507149777,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.10457507149777
NM_018810,-0.94436554637095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.94436554637095
NM_018859,-0.364131680779117,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.364131680779117
NM_018861,0.784887670194137,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.784887670194137
NM_019417,-1.38009919303844,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.38009919303844
NM_019440,-0.542799497705541,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.542799497705541
NM_019449,-1.88848407942742,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.88848407942742
NM_019455,0.158337801042811,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.158337801042811
NM_019472,-0.141799024072735,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.141799024072735
NM_019562,-0.985476676852034,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.985476676852034
NM_019568,-0.168540266762702,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.168540266762702
NM_019588,-1.00769510134974,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.00769510134974
NM_019632,1.6882189219511,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.6882189219511
NM_019642,0.426653118057234,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.426653118057234
NM_019696,0.722162673810185,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.722162673810185
NM_019735,0.478610593976644,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.478610593976644
NM_019737,-1.55545768806559,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.55545768806559
NM_019745,1.48603437716109,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.48603437716109
NM_019749,-1.30183313190942,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.30183313190942
NM_019763,-0.243603859028495,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.243603859028495
NM_019799,-0.9469030178386,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.9469030178386
NM_019831,-2.36250986614941,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.36250986614941
NM_019833,-1.64023660715058,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.64023660715058
NM_019953,2.22688892440002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.22688892440002
NM_019957,-0.067645459862774,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.067645459862774
NM_019967,-1.72867691950958,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.72867691950958
NM_020252,-0.359365904356974,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.359365904356974
NM_020260,1.21145148071705,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.21145148071705
NM_020263,1.27237772254921,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.27237772254921
NM_020599,0.694753217365371,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.694753217365371
NM_020610,0.044819435825854,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.044819435825854
NM_021350,-1.47717130388488,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.47717130388488
NM_021472,1.04040489204591,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.04040489204591
NM_021480,0.014191053938154,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.014191053938154
NM_021606,-3.4727766154552,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.4727766154552
NM_021788,-1.28527767944406,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.28527767944406
NM_022321,-0.662216908232893,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.662216908232893
NM_022325,-1.08346009520101,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.08346009520101
NM_022410,-1.75451790635976,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.75451790635976
NM_022417,-2.4316977916571,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.4316977916571
NM_022813,-2.78025906712417,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.78025906712417
NM_023132,0.420278860185309,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.420278860185309
NM_023141,-1.35352859469091,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.35352859469091
